NAME OF THE SACCO, FINANCIAL INVESTMENT  , CASH & CASH EQUIVALENT , GROSS LOAN , TOTAL ASSETS , TOTAL EXPENSE , CORE CAPITAL , TOTAL DEPOSIT , LIQUID ASSET , Net Income , TOTAL REVENUE , NPL 
NYAMIRA TEA FARMERS," 3,709,937.00 "," 65,441,775.96 "," 172,296,110.95 "," 315,290,698.08 "," 33,182,841.97 "," 53,827,391.47 "," 129,202,480.16 "," 69,151,712.96 "," 1,206,875.12 "," 54,198,758.60 ",22767177.69
OGEMBO TEA," 2,586,167.00 "," 8,334,228.26 "," 35,431,237.94 "," 78,386,276.66 "," 6,286,489.20 "," 35,934,634.04 "," 13,049,824.78 "," 8,334,228.26 ","-4,168,997.68 "," 2,406,737.32 ",138928.95
OLLIN," 24,263,210.00 "," 246,847,901.39 "," 2,010,271,309.35 "," 2,274,036,461.74 "," 82,372,912.90 "," 336,235,403.99 "," 1,666,847,496.15 "," 246,847,901.39 "," 50,509,405.35 "," 377,448,373.73 ",59529856
ORIENT," 13,889,763.00 "," 51,462,968.00 "," 585,880,035.00 "," 678,487,849.00 "," 35,275,628.00 "," 65,527,521.00 "," 359,259,624.00 "," 61,316,881.00 "," 37,539,403.00 "," 97,766,164.00 ",19553700
PATNAS ," 34,154,603.52 "," 29,833,792.62 "," 107,070,963.29 "," 348,243,196.46 "," 50,061,776.34 "," 52,256,416.65 "," 125,698,102.01 "," 44,885,056.14 "," 8,266,153.91 "," 81,396,738.76 ",14215939.6
PRIME-TIME," 45,227,530.22 "," 39,578,586.04 "," 397,993,776.69 "," 530,499,725.85 "," 19,680,920.02 "," 51,025,540.64 "," 425,318,658.08 "," 78,286,722.26 "," 8,704,030.64 "," 50,853,368.03 ",7452052
PUAN ," 7,226,600.00 "," 9,972,856.56 "," 145,746,796.00 "," 222,418,663.56 "," 14,121,838.00 "," 31,448,560.00 "," 164,169,512.00 "," 9,972,856.56 "," 2,080,344.00 "," 20,103,857.00 ",2241474.95
QWETU," 32,082,336.56 "," 152,281,897.67 "," 744,923,375.43 "," 970,138,248.53 "," 106,708,043.10 "," 133,816,642.98 "," 668,662,421.18 "," 184,364,234.23 "," 33,213,889.88 "," 206,705,534.55 ",51721261.35
RACHUONYO TEACHERS," 6,574,000.00 "," 10,007,462.41 "," 127,035,785.60 "," 147,735,665.41 "," 6,031,695.10 "," 6,588,134.20 "," 92,708,737.85 "," 10,007,462.41 "," 1,360,916.99 "," 11,363,080.94 ",240068.6
SAFARICOM," 84,656,798.00 "," 90,529,030.00 "," 1,997,774,472.00 "," 2,206,128,157.00 "," 47,553,020.00 "," 134,345,436.00 "," 1,891,405,006.00 "," 161,237,100.00 "," 14,117,640.00 "," 224,632,322.00 ",70328310
SHERIA," 133,360,679.30 "," 92,290,689.59 "," 2,641,651,566.36 "," 3,377,868,026.53 "," 113,182,194.02 "," 384,016,361.43 "," 2,578,186,620.03 "," 225,651,368.89 "," 220,680,488.73 "," 405,752,036.75 ",172080272
SHOPPERS," 25,254,077.00 "," 129,374,998.08 "," 1,333,646,788.30 "," 1,777,251,510.18 "," 119,913,079.40 "," 271,273,365.67 "," 1,386,048,982.33 "," 141,603,554.08 "," 33,872,751.55 "," 278,245,316.00 ",185423173
SIMBA CHAI," 7,657,792.80 "," 11,743,651.37 "," 745,322,712.72 "," 847,383,913.84 "," 19,118,697.08 "," 108,911,762.13 "," 597,509,747.59 "," 11,743,651.37 "," 39,493,186.45 "," 132,470,939.94 ",2299612.52
SIRAJI," 1,413,566.00 "," 21,676,756.59 "," 129,066,203.37 "," 176,331,658.14 "," 20,791,546.98 "," 28,261,310.26 "," 131,366,766.87 "," 21,676,756.59 "," 5,336,493.87 "," 35,805,735.72 ",2542594.48
SKYLINE," 7,980,820.69 "," 72,395,627.93 "," 367,195,705.76 "," 495,685,516.24 "," 48,818,396.89 "," 68,861,326.85 "," 394,432,968.87 "," 72,677,646.62 "," 20,022,585.77 "," 87,568,981.10 ",63489556.67
SMART CHAMPION," 7,715,201.03 "," 17,421,923.69 "," 112,419,882.04 "," 143,193,971.59 "," 7,244,952.55 "," 10,025,809.14 "," 59,607,506.99 "," 17,421,923.69 ","-961,331.24 "," 20,478,234.11 ",81673955.51
SMARTLIFE DT," 15,707,350.00 "," 40,367,044.00 "," 664,258,321.00 "," 755,767,783.00 "," 27,551,837.00 "," 68,829,352.00 "," 513,395,604.00 "," 40,367,044.00 "," 7,070,826.00 "," 78,683,037.00 ",46498082
SOLUTION," 140,849,500.00 "," 294,366,041.08 "," 1,956,066,265.87 "," 2,586,679,217.70 "," 88,463,547.64 "," 513,811,955.52 "," 1,642,898,859.07 "," 435,215,541.08 "," 261,055,030.07 "," 412,860,489.67 ",72031137.67
SOTICO," 3,871,050.00 "," 15,430,829.93 "," 98,716,061.00 "," 127,179,999.53 "," 10,398,989.10 "," 20,695,244.98 "," 88,745,426.14 "," 15,430,829.93 "," 1,926,413.36 "," 21,013,431.62 ",3074845.87
SOUTHERN STAR," 74,572,719.96 "," 109,004,550.57 "," 459,768,298.50 "," 768,435,343.10 "," 72,754,500.81 "," 41,517,686.64 "," 460,513,297.51 "," 120,754,550.57 "," 6,253,370.24 "," 114,863,789.67 ",196051530.7
STAKE KENYA," 2,929,050.00 "," 24,346,475.21 "," 104,865,430.02 "," 182,606,947.64 "," 15,684,112.17 "," 22,144,867.94 "," 121,921,964.44 "," 24,346,475.21 "," 8,288,820.31 "," 27,509,718.66 ",4343797.28
STAWISHA," 6,092,330.00 "," 26,532,513.23 "," 86,266,834.17 "," 136,222,411.35 "," 12,351.20 "," 27,707,532.10 "," 98,828,182.42 "," 32,624,843.23 "," 6,607.05 "," 21,651.37 ",23811758
STEGRO," 30,702,350.36 ","-33,745,658.96 "," 200,675,374.38 "," 434,543,329.74 "," 41,913,646.31 "," 42,981,514.94 "," 226,952,710.22 ","-33,745,658.96 "," 4,994,407.03 "," 59,435,246.25 ",31192163.44
STIMA DT," 777,055,493.00 "," 1,240,063,632.14 "," 13,851,410,609.98 "," 16,298,660,861.54 "," 616,316,005.62 "," 1,489,642,863.47 "," 12,621,848,045.98 "," 1,300,490,342.14 "," 379,674,578.35 "," 2,136,051,404.92 ",379452923.1
SUKARI," 21,791,349.00 ","-13,794,413.50 "," 592,538,514.60 "," 799,648,809.38 "," 29,899,640.88 "," 41,357,836.16 "," 603,991,518.98 ","-13,794,413.50 "," 76,706,529.26 "," 134,493,478.98 ",141149625
SULUHU," 3,774,264.00 "," 50,682,604.00 "," 204,957,416.00 "," 292,464,601.00 "," 23,098,847.00 "," 63,389,040.82 "," 220,536,023.00 "," 54,456,868.00 "," 34,055,520.00 "," 65,017,634.00 ",7203422
SUPA ," 583,853.00 "," 33,217,936.06 "," 145,155,299.20 "," 182,263,932.70 "," 12,708,419.00 "," 20,527,814.65 "," 148,420,732.69 "," 33,217,936.06 "," 4,470,368.68 "," 19,975,134.68 ",2739152.96
TABASAMU," 20,837,994.00 "," 20,607,317.54 "," 97,972,109.91 "," 474,483,962.90 "," 27,969,197.40 ","-544,823.10 "," 320,142,865.52 "," 20,607,317.54 "," 1,899,531.94 "," 51,189,445.74 ",22991034.01
TABASURI," 17,019,585.13 "," 13,477,409.64 "," 194,599,388.61 "," 235,280,107.07 "," 23,342,946.36 "," 18,061,094.00 "," 194,013,994.32 "," 27,161,173.77 "," 7,257,867.59 "," 35,093,847.06 ",20936626.2
TAI," 35,452,604.00 "," 157,590,330.72 "," 940,416,388.51 "," 1,215,956,320.00 "," 117,583,735.70 "," 277,996,299.55 "," 714,020,569.37 "," 193,042,934.72 "," 11,303,558.04 "," 177,330,779.16 ",46363676.13
TAIFA ," 96,645,649.24 "," 930,908,408.03 "," 634,149,551.55 "," 2,005,857,119.97 "," 165,176,984.65 "," 379,213,491.78 "," 1,466,389,489.00 "," 1,027,554,057.27 "," 84,471,270.97 "," 275,831,320.71 ",35225049.62
TARAJI SAVINGS," 24,126,468.36 "," 6,438,476.58 "," 138,630,506.27 "," 357,965,500.08 "," 19,673,293.90 "," 27,025,982.05 "," 198,860,701.23 "," 11,256,324.94 "," 14,563,578.79 "," 38,813,979.60 ",31627477.35
TELEPOST," 103,914,569.55 "," 41,790,894.37 "," 404,276,299.23 "," 1,104,007,543.95 "," 58,639,715.50 ","-41,522,762.03 "," 644,535,920.77 "," 41,790,894.37 "," 3,176,080.38 "," 133,317,203.18 ",55040065.99
TEMBO," 55,132.12 "," 112,584.88 "," 877,401.34 "," 1,115,171.12 "," 20,282.05 "," 136,516.92 "," 825,390.26 "," 125,244.98 "," 48,261.22 "," 149,250.33 ",16204.761
TENHOS ," 9,301,142.00 "," 9,684,529.68 "," 105,453,890.00 "," 185,024,861.97 "," 17,782,519.14 "," 50,122,868.13 "," 105,218,742.07 "," 17,714,529.68 "," 5,687,237.20 "," 33,296,139.13 ",7977248.88
THAMANI," 2,038,278.50 "," 95,744,229.27 "," 243,025,058.96 "," 376,940,000.35 "," 41,629,291.66 "," 59,627,873.74 "," 195,302,626.07 "," 97,782,507.77 "," 2,569,005.13 "," 70,230,392.97 ",21313684.8
THE APPLE," 3,327,613.92 "," 5,204,411.78 "," 24,034,158.89 "," 41,061,714.97 "," 2,445,316.00 "," 16,476,663.27 "," 17,831,497.06 "," 8,532,025.70 "," 2,468,870.03 "," 6,748,814.11 ",7993899.12
THE NOBLE," 104,447,602.78 "," 29,926,201.08 "," 959,803,177.24 "," 1,238,080,574.78 "," 58,668,233.55 "," 201,808,873.22 "," 853,758,539.86 "," 86,213,186.86 "," 133,093,331.64 "," 208,064,402.58 ",8265587.52
TIMES U," 1,587,116.00 "," 30,787,958.76 "," 185,437,330.77 "," 234,299,612.44 "," 29,359,186.80 "," 23,880,365.92 "," 166,229,041.75 "," 30,787,958.76 ",-0.09 ," 45,311,532.60 ",16265918.95
TOWER ," 109,718,148.00 "," 140,392,080.00 "," 2,560,574,712.00 "," 3,063,084,057.00 "," 125,014,921.00 "," 281,853,978.00 "," 2,380,810,683.00 "," 230,099,369.00 "," 35,916,767.00 "," 426,533,629.00 ",57183619
TRANS NATION," 16,675,516.27 "," 102,323,302.67 "," 1,533,734,069.30 "," 1,928,834,670.69 "," 141,458,553.38 "," 363,545,929.44 "," 1,440,639,140.21 "," 102,323,302.67 "," 179,034,281.85 "," 346,925,093.15 ",12635676.74
TRANSCOM," 3,306,701.00 "," 28,492,738.27 "," 207,668,564.10 "," 555,717,935.41 "," 22,810,945.71 ","-5,129,837.38 "," 247,533,974.85 "," 28,492,738.27 ","-30,210,332.41 "," 5,458,219.42 ",0
TRANSCOUNTIES," 490,684.00 "," 23,245,316.36 "," 64,192,680.51 "," 96,072,774.75 "," 7,247,099.60 "," 19,758,291.91 "," 68,218,401.30 "," 23,245,316.36 "," 3,996,474.92 "," 14,872,756.12 ",3423466.79
TRANS-ELITE COUNTY," 67,257,753.00 "," 48,388,929.00 "," 481,284,805.00 "," 734,182,865.00 "," 17,567,470.00 "," 66,767,132.00 "," 578,289,769.00 "," 48,388,929.00 "," 48,254,134.00 "," 86,951,059.00 ",3142
UCHONGAJI ," 429,960.00 "," 2,203,030.39 "," 48,965,383.00 "," 57,428,808.14 "," 5,557,393.00 "," 11,967,043.50 "," 43,101,828.21 "," 2,203,030.39 "," 1,233,931.80 "," 7,044,681.29 ",11294827.15
UFANISI DT," 2,160,258.00 "," 15,122,886.00 "," 119,552,186.00 "," 138,759,584.00 "," 12,469,573.20 "," 13,258,392.00 "," 110,139,740.00 "," 16,703,826.00 "," 589,970.46 "," 20,436,025.00 ",310672
UFUNDI, -   ," 2,915,660.00 "," 251,091,559.00 "," 1,280,107,799.00 "," 13,377,016.00 "," 10,130,632.00 "," 333,183,576.00 "," 2,915,660.00 "," 127,705.00 "," 27,417,038.00 ",7356982
UKRISTO NA UFANISI," 3,813,355.00 "," 22,374,940.22 "," 896,848,529.00 "," 907,248,768.22 "," 63,473,687.00 "," 91,976,434.24 "," 775,560,226.00 "," 22,374,940.22 "," 39,095,939.00 "," 136,603,446.00 ",356679175
UKULIMA," 22,873,552.00 "," 293,395,998.31 "," 6,185,913,153.70 "," 7,936,817,676.54 "," 362,160,049.72 "," 1,014,859,919.69 "," 5,944,816,979.13 "," 293,395,998.31 "," 500,238,733.99 "," 886,672,778.37 ",99004825.75
UNAITAS," 423,559,889.00 "," 1,200,981,426.00 "," 5,049,824,753.00 "," 6,937,045,069.00 "," 614,565,626.00 "," 1,609,302,946.00 "," 4,259,201,154.00 "," 1,200,981,426.00 "," 244,973,142.00 "," 1,090,076,541.00 ",313158379
UNI-COUNTY," 512,214.00 "," 15,748,988.87 "," 55,122,549.52 "," 81,413,419.12 "," 11,133,382.09 "," 26,949,303.59 "," 53,401,378.98 "," 15,748,988.87 "," 2,414,460.34 "," 13,980,864.26 ",713616
UNISON," 5,071,180.00 "," 52,665,867.62 "," 1,280,025,514.33 "," 1,539,346,661.61 "," 94,360,100.71 "," 204,407,382.44 "," 994,289,329.91 "," 52,665,867.62 "," 23,321,608.28 "," 256,092,968.45 ",28001257.75
UNITED NATIONS," 6,318,326.00 "," 1,736,326,434.40 "," 7,133,468,333.70 "," 8,859,651,075.22 "," 164,561,721.03 "," 965,871,152.76 "," 7,120,638,760.77 "," 1,736,326,434.40 "," 363,600,457.22 "," 1,224,650,961.28 ",207002248.1
UNIVERSAL TRADERS," 3,845,675.13 "," 42,128,823.21 "," 439,450,867.39 "," 490,762,215.18 "," 75,532,749.07 "," 93,486,278.74 "," 321,205,369.39 "," 44,350,554.34 "," 781,275.67 "," 95,518,809.28 ",47439431
VIHIGA COUNTY," 555,000.00 "," 5,610,655.00 "," 12,951,641.00 "," 30,202,184.00 "," 7,810,486.00 "," 10,669,426.00 "," 14,864,912.00 "," 5,610,655.00 "," 412,055.00 "," 9,480,688.00 ",951641
VIKTAS," 6,093,866.45 "," 7,894,662.60 "," 71,533,981.47 "," 92,242,724.52 "," 5,780,283.50 "," 26,819,890.10 "," 62,062,108.24 "," 11,988,529.05 "," 5,389,895.13 "," 11,815,817.63 ",2951594
VISION AFRICA," 9,350,868.39 "," 7,050,684.51 "," 154,545,077.32 "," 172,361,736.48 "," 26,744,300.14 "," 9,186,680.76 "," 154,865,215.51 "," 16,342,552.90 ","-22,475,311.55 "," 28,858,248.66 ",28246745.81
VISION POINT," 18,943,215.80 "," 49,397,563.07 "," 200,155,074.47 "," 318,007,128.36 "," 44,488,060.03 "," 83,804,408.67 "," 229,610,980.00 "," 68,340,778.87 "," 14,186,166.85 "," 67,530,540.14 ",57561051.21
WAKENYA PAMOJA," 138,958,555.57 ","-14,118,250.74 "," 521,714,354.72 "," 904,121,991.95 "," 209,716,801.64 "," 60,318,018.24 "," 349,883,945.02 ","-14,118,250.74 "," 14,264,270.93 "," 334,436,165.54 ",89216055.26
WAKULIMA COMMERCIAL," 11,733,462.25 "," 67,259,898.98 "," 123,067,822.88 "," 221,019,210.79 "," 17,395,478.40 "," 55,443,453.56 "," 152,619,198.40 "," 72,493,491.23 "," 15,288,412.82 "," 36,329,130.71 ",37065746.69
WANAANGA," 3,388,830.00 "," 207,338,950.00 "," 630,857,750.00 "," 1,085,228,490.00 "," 44,355,670.00 "," 108,639,590.00 "," 951,812,530.00 "," 207,338,950.00 "," 50,341,820.00 "," 151,801,210.00 ",32221051.37
WANANCHI," 52,306,809.15 "," 172,743,530.33 "," 833,756,352.64 "," 1,161,744,615.24 "," 132,464,161.68 "," 122,042,858.62 "," 608,621,178.13 "," 172,743,530.33 "," 30,784,894.34 "," 250,704,239.91 ",122208274.5
WANANDEGE," 15,291,562.00 "," 75,826,724.10 "," 690,557,981.61 "," 1,336,560,877.92 "," 110,930,562.63 "," 212,963,858.35 "," 1,091,657,872.41 "," 75,826,724.10 "," 37,428,816.01 "," 164,905,784.90 ",32352688.18
WASHA," 5,813,632.58 "," 15,410,319.79 "," 105,407,892.84 "," 165,255,962.59 "," 9,622,108.01 "," 23,949,588.81 "," 108,544,840.00 "," 20,053,563.37 "," 6,997,354.70 "," 21,505,614.51 ",1675135.03
WAUMINI," 2,031,589.80 "," 199,375,712.67 "," 2,065,258,749.00 "," 2,302,251,289.25 "," 72,919,048.00 "," 367,843,335.88 "," 1,856,458,826.48 "," 199,375,712.67 "," 200,088,942.19 "," 282,620,294.31 ",177854516.7
WEVARSITY," 14,152,747.18 "," 3,743,164.90 "," 189,373,999.80 "," 229,330,842.35 "," 13,611,570.28 "," 18,819,224.42 "," 168,137,719.39 "," 3,743,164.90 "," 19,138,616.21 "," 37,039,233.83 ",7620278.94
WINAS," 15,252,701.26 "," 193,847,103.69 "," 2,052,108,087.28 "," 2,324,387,262.98 "," 87,162,988.45 "," 466,335,148.83 "," 1,640,479,980.21 "," 209,099,804.95 "," 31,680,200.36 "," 397,104,448.74 ",44839076.19
YETU," 16,085,700.00 "," 401,083,760.39 "," 1,167,968,394.64 "," 1,672,975,663.14 "," 94,608,750.60 "," 403,587,187.58 "," 1,097,964,166.81 "," 401,083,760.39 "," 71,641,796.76 "," 257,424,989.01 ",25807672.61
